Nr.|Sprecher/Regie|Text|Filmnr.
1468|Regie|FRODO, overcome with EXHAUSTION, stumbles down the steep stairs of CIRITH UNGOL He is full of REMORSE at his TREATMENT of SAM.|3
1470|Regie|FRODO falls t o his knees --|3
1476|Regie|FRODO lands on SOFT GREEN GRASS.|3
1477|Regie|SUN DRENCHED Of trees of fields of LOTHLORIEN|3
1479|Regie|HAZY GALADRIEL walking towards him, BARE-FOOT on the GR SS A|3
1481|Regie|GALADRIEL leans down towards FRODO, OFFERING her hand for a beat, FRODO stares at her torn, not wanting to go on, wanting to lie down But he knows what he must do.|3
1482|Regie|FRODO as he is LIFTED to HIS FEET.|3
1483|Regie|FRODO - once again in the dark, rank, tunnels of the PASS of CIRITH UNGOL He goes on.|3
1486|Regie|FLAMING MISSILES rain down on the CITY.|3
1487|Regie|A DEEP BOOM.|3
1488|Regie|GROND thuds against the MINAS TIRITH GATE sending a - VIBRATION running through the city.|3
1489|Regie|GANDALF, on SHADOWFAX, leads SEVERAL HUNDRED GONDORIAN FOOT SOLDIERS down through the streets.|3
1495|Regie|PIPPIN watches as FARAMIR'S UNCONSCIOUS BODY is carried on the STRETCHER by DENETHOR'S SERVANTS lead by DENETHOR it has the atmosphere of a FUNERAL.|3
1497|Regie|An IRON DOOR creaks OPEN FARAMIR'S PROCESSION enters a WIDE VAULTED CHAMBER.|3
1498|Regie|The LANTERN LIG HT throws great SHADOWS upon the SHROUDED WALLS of a wide VAULTED CHAMBER. ROW upon ROW of MARBLE TOMBS are visible in the DIM LIGHT. Upon each TOMB lies a SLEEPING FORM, carved in STONE, hands folded.|3
1499|Regie|DENETHOR speaks in a HUSHED VOICE.|3
1501|Regie|The SERVANTS place FARAMIR'S UNCONSCIOUS BODY on a STONE TABLE in the centre of the CHAMBER. They stand, heads bowed as MOURNERS beside a bed of death.|3
1502|Regie|DENETHOR turns to his SERVANTS.|3
1506|Regie|BOOOMM The GATE SPLINTERS under GROND'S mighty weight Behind the GATES the GONDORIAN FOOT SOLDIERS are FEARFUL.|3
1507|Regie|GANDALF rallies the line of BOWMEN as they wait in front of the GREAT DOORS their COURAGE wavering with each CRASHING B OW L .|3
1512|Regie|SUDDENLY the FEARSOME HEAD protrudes into the MINAS TIRITH.|3
1514|Regie|Within MOMENTS the GATE is smashed and GIANT CAVE TROLLS enter into the FIRST CIRCLE of MINAS TIRITH, under the archway that no enemy had ever passed.|3
1516|Regie|ROWS of ARCHERS fire off a VOLLEY of ARROWS but the TROLLS continue to SMASH the FOOT SOLDIERS with their giant CLUBS ORCS swarm through the OPENING and the PITCHED, HAND-TO- HAND BATTLE spills into FLAMES and BLACKENED, SMOULDERING BUILDINGS through the streets of MINAS TIRITH.|3
1517|Regie|With a ROAR, GANDALF leads a COUNTER ATTACK on SHADOWFAX, followed by SEVERAL HUNDRED GONDORIAN FOOT " " SOLDIERS.|3
1518|Regie|THOUSANDS OF ORCS swarm in through the CITY GATES the FIRST LEVEL is breached.|3
1521|Regie|FRODO STAGGERS through the PASS OF CIRITH UNGOL the weight of the RING, dragging at his neck.|3
1522|Regie|He MOVES FORWARD, fueled by a GRIM RESOLVE.|3
1523|Regie|FRODO starts climbing a STONE STAIRCASE that climbs through a NARROW PASS TALL PEAKS rise on either side, like pillars holding up a sagging sky.|3
1527|Regie|FRODO stays CLOSE to the ROCK WALL, masked by SHADOWS.|3
1528|Regie|Behind FRODO, SHELOB APPEARS. With hideous STEALTH, she follows FRODO.|3
1529|Regie|FRODO slowly climbing the STONE STAIRS his GAZE and CONCENTRATION on the ORC TOWER. Behind him, SHELOB lurches into a HORRIBLE SCUTTLE down the SHEER ROCK FACE.|3
1530|Regie|FRODO suddenly senses the LURKING MALICE he SPINS AROUND Before he can react, SHELOB VICIOUSLY STABS FRODO in the NECK with her monstrous abdominal STINGER.|3
1531|Regie|FRODO instantly goes LIMP SHELOB'S LEGS catch him as he around him. With falls she quickly starts WEAVING COBWEBS great dexterity, she tumbles the LITTLE HOBB IT over and over in her LEGS, binding him in WEB from HEAD to TOE.|3
1532|Regie|SUDDENLY The RAZOR SHARP EDGE of a SWORD comes into shot.|3
1533|Regie|SAMWISE GAMGEE stands before the GIANT SPIDER - STING clutched in one hand, the SHINING PHIAL in the other.|3
1535|Regie|SHELOB HISSES at SAM DROPPING FRODO he ROLLS down the STAIRS in his WEB COCOON.|3
1537|Regie|SAM moves forward, a fell light in his normally friendly eyes|3
1539|Regie|SAM SWINGS the small sword SLASHING upward.|3
1544|Regie|SAM ducks inside the arch of her LEGS and STABS STING into one of her EYE CLUSTERS.|3
1545|Regie|SHELOB SCREAMS, her MANDIBLES thrashing wildly, GREEN OOZE trickling from her WOUNDED EYE.|3
1546|Regie|With HIND LEGS, SHELOB picks SAM off the ground and TOSSES him BACKWARDS. SAM lands heavily and SHELOB POUNCES.|3
1547|Regie|SHELOB heaves the great bag of her BELLY high above SAM'S HEAD. As she splays her legs to drive her huge bulk down on him, SAM lifts the ELVEN BLADE above his head, holding it with TWO HANDS.|3
1548|Regie|STING slides into SHELOB'S SOFT UNDERBELLY. A SHUDDER runs through her. HEAVING up. again, she wrenches herself away from the PAIN her LIMBS writhing beneath her.|3
1549|Regie|JERKING and QUIVERING, SHELOB crawls to her HOLE, leaving a trail of GREEN-YELLOW SLIME. She SQUEEZES down the HOLE and DISAPPEARS the SOUND of her BUBBLING MISERY fades.|3
1550|Regie|SAM RACES TO FRODO.|3
1552|Regie|SAM RIPS COBWEBS away from FRODO'S HEAD his FACE is DEATHLY PALE.|3
1554|Regie|FRODO'S PALE, LIFELESS FACE.|3
1556|Regie|FRODO'S head LOLLS LIFELESSLY in SAM'S ARMS.|3
1560|Regie|FRODO STARING, UNMOVING.|3
1562|Regie|SAM lays his FACE on FRODO'S CHEST WEEPING SOFTLY.|3
1563|Regie|STING'S BLADE GLOWS BLUE.|3
1564|Regie|TRAMPING FEET approach CLINKING METAL HARSH SHOUTS.|3
1565|Regie|SAM looks up looks back down FRODO.|3
1566|Regie|SAM looks up at the ORC TOWER and then at STING which is glowing BLUE. ORCS approach - SAM must make a decision.|3
1567|Regie|A SMALL PARTY of ORCS and URUK-HAI heading down the STAIRS from the WATCH TOWER SHAGRAT leads the URUK-HAI, and GORBAG leads the ORCS.|3
1568|Regie|GORBAG spies FRODO'S BODY.|3
1571|Regie|GORBAG peer curiously at FRODO as he leans down and pokes at FRODO'S LIFELESS BODY.|3
1578|Regie|The ORCS GRUNT as they lift FRODO and CARRY him back towards the WATCH TOWER.|3
1581|Regie|ORC LAUGHTER FRODO is carried up the steep STAIRS |3
1584|Regie|FROM the SHADOWS PIPPIN watches, aghast, as FARAMIR is lain on a FUNERAL PYRE.|3
1585|Regie|DENETHOR kisses FARAMIR'S sweating, FEVERED brow.|3
1587|Regie|BUNDLES of DRIED FIREWOOD are being stacked around FARAMIR'S BODY.|3
1591|Regie|DENETHOR grabs PIPPIN by the collar. He roughly carries him towards the door.|3
1594|Regie|DENETHOR throws PIPPIN outside.|3
1596|Regie|DENETHOR SLAMS the DOOR SHUT.|3
1600|Regie|PIPPIN RACES down the STEEP STREETS passing SOLDIERS running back from the BURNING CITY. GREAT BALLS of FIRE are hurtling through the air The city is in CHAOS.|3
1602|Regie|AMIDST the FLEEING SOLDIERS.|3
1608|Regie|GOTHMOG turns to his SECOND LIEUTENANT.|3
1612|Regie|As ORC run through the STREETS, MEN, WOMEN, and CHILDREN flee The PITCHED BATTLE continues.|3
1614|Regie|SUDDENLY. in the midst of the BATTLE, GANDALF turns SHRILL and CLEAR come the sounds of DISTANT HORNS. Off the SIDE of MOUNT MILLDOLLUIN, they dimly ECHO - WAR HORNS of the west ROHAN HAS COME.|3
1617|Regie|GOTHMOG turns at the sound of the DISTANT HORNS.|3
1619|Regie|MINAS TIRITH lies less than a MILE AWAY, down a gentle slope. Over 50,000 ORCS are swarming around the base of the city thick BLACK SMOKE belches from within it.|3
1620|Regie|MERRY BLANCHES with FEAR EOWYN puts a comforting hand on his shoulder.|3
1627|Regie|The ORCS PREPARE for BATTLE.|3
1628|Regie|THEODEN gallops in front of his ARMY, ISSUING URGENT ORDERS to his CAPTAINS|3
1630|Regie|THEODEN rides to the front of his ARMY. He rises in his stirrups, TALL and PROUD, yelling in a clear, LOUD VOICE|3
1632|Regie|A RAY of SUNLIGHT escapes through the BLACK CLOUDS, bathing the ROHIRRIM in GOLDEN LIGHT. WEAPONS and ARMOUR GLEAMS as 6000 HORSEMEN hold their SPEARS aloft.|3
1633|Regie|Below, on PELENNOR FIELD, the ORC kneel and raise their LANCES in READINESS.|3
1634|Regie|EOWYN, her arm around MERRY before her.|3
1639|Regie|MERRY looks on in SHOCK.|3
1640|Regie|As THEODEN rides past the ranks of SOLDIERS he runs his LANCE along their SPEARS The noise echoes through the RANKS as the WEAPONS of other RIDERS CLATTER in response.|3
1642|Regie|T H EO DE N f ac es hi s E NE MY .|3
1645|Regie|MERRY is swept up in the emotion . he whips out his LITTLE SWORD.|3
1650|Regie|ALL the HORNS of the ROHIRRIM burst BLAST upon BLAST.|3
1655|Regie|MERRY, wind blowing his hair, EOWYN'S ARM around his chest as he YELLS at the top of his lungs .|3
1656|Regie|GOTHMOG marshalling his troops.|3
1658|Regie|The first VOLLEY of ARROWS hit the ROHAN SOLDIERS The charge continues.|3
1660|Regie|The second VOLLEY GOTHMOG watches in HORRIFIED AWE as the ROHAN ADVANCE CONTINUES SUDDEN FEAR runs through the ORC and URUK-HAI assembled on PELENNOR FIELD The ROHAN charge like MEN POSSESSED.|3
1661|Regie|The WALL o f ROHIRRIM HORSES and SPEARS is seemingly unstoppable. Entire ORC COMPANIES vanish under their hooves, like sand beneath a foaming breaker, as they RACE towards the MAIN BODY of the ORC ARMY.|3
1662|Regie|ORC ARCHERS fire into the thundering ROHIRRIM ORC SPEARS LOWER then SUDDENLY the ROHIRRIM crash into the ORCS a nd the screen is FILLED with hacking, SLASHING SWORDS and CLASHING SHIELDS.|3
1663|Regie|A JAW-DROPPING SIGHT.|3
1665|Regie|PIPPIN rushes towards GANDALF, dodging FLAMING DEBRIS.|3
1670|Regie|GANDALF pulls PIPPIN onto SHADOWFAX.|3
1673|Regie|The ROHAN charge is decimating the ENEMY.|3
1676|Regie|DENETHOR standing on the table astride FARAMIR, pouring OIL over his OWN HEAD It runs through his hair and down his face, quickly soaking his ROBES.|3
1677|Regie|FARAMIR, his eyes flicker open. As he tries to FOCUS through his delirium, OIL splashes onto his CHEST and FACE.|3
1679|Regie|BUNDLES of OIL-SOAKED wood are STACKED all around them.|3
1680|Regie|SERVANTS are holding FLAMING TORCHES, awaiting their orders DENETHOR nods to them|3
1681|Regie|The SERVANTS approach the PYRE, TORCHES held firmly.|3
1682|Regie|AT THAT MOMENT GANDALF and PIPPIN burst into the HALLOWS, astride SHADOWFAX.|3
1684|Regie|The fearful SERVANTS back away from the PYRE.|3
1689|Regie|WHOOSH. The PYRE IGNITES.|3
1690|Regie|GANDALF GALLOPS toward the PYRE, knocking DENETHOR to his FEET PIPPIN LEAPS from SHADOWFAX onto the BURNING PYRE.|3
1691|Regie|With a desperate strength, PIPPIN pushes FARAMIR off the BURNING PYRE they tumble down the BUNDLES of WOOD, onto the FLOOR. PIPPIN douses FLAMES on FARAMIR'S clothing.|3
1692|Regie|DENETHOR SCREAMS with RAGE.|3
1694|Regie|DENETHOR leaps ACROSS THE PYRE, RIPPING and TUGGING at PIPPIN. FIRE quickly spreads up DENETHOR'S OIL-SOAKED BACK as he hauls PIPPIN off FARAMIR.|3
1695|Regie|SHADOWFAX rears up and STRIKES at DENETHOR who falls back onto the PYRE .|3
1696|Regie|DENETHOR he looks into his SON'S eyes for a BRIEF MOMENT SANITY returns.|3
1698|Regie|FLAMES begin to ENGULF DENETHOR.|3
1699|Regie|GANDALF pulls PIPPIN to safety they look in HORROR as.|3
1700|Regie|SUDDENLY. DENETHOR lurches off the PYRE. Now a SCREAMING, unguided BALL OF FLAME, he runs across the CHAMBER, disappearing out of the door.|3
1707|Regie|DENETHOR runs across the WHITE COURT atop MINAS TIRITH and PLUMMETS straight over the 700 FOOT SHEER DROP into the FLAMING CITY below.|3
1709|Regie|DENETHOR'S DEATH PLUNGE to the ROHIRRIM gaining the upper hand - VAST NUMBERS of ORCS are SLAIN, or are FLEEING.|3
1711|Regie|THEODEN STANDS PROUD in his saddle, YELLING to his ROHIRRIM.|3
1713|Regie|THEODEN his look of JOY turns to HORROR. "|3
1714|Regie|Across the VAST SEA of BATTLE come.|3
1715|Regie|20 MUMAKIL. MASSIVE elephant-like CREATURES, each carrying a WAR-TOWER, packed with HARADRIM ARCHERS.|3
1716|Regie|ROHIRRIM RIDERS PANICKING.|3
1717|Regie|THEODEN on his HORSE, CIRCLING AMONGST THEM.|3
1719|Regie|ROHIRRIM HORSES MOVING BACK INTO LINE.|3
1722|Regie|ROHIRRIM RIDERS CHARGE TOWARDS THE LINE OF MUMAKIL.|3
1723|Regie|The MUMAKIL BELLOW as they are goaded into war, driven mercilessly by their brutal HARADRIM MASTERS. They LUMBER into the SEA of MEN, crushing RIDERS and HORSES beneath their MASSIVE FEET. Th eir SPIKED TUSKS swing wildly, sweeping and impaling RIDERS.|3
1724|Regie|HARADRIM ARCHERS are sending a RAIN of ARROWS into the PANICKING ROHIRRIM.|3
1725|Regie|EOWYN and MERRY are THROWN from their HORSE.|3
1727|Regie|The SIXTH LEVEL of the CITY Smoke rising around it, fires burning beneath it.|3
1729|Regie|A rabble of ORCS are clustered outside the SIXTH GATE as TROLLS pound on its WOODEN DOORS with HUGE HAMMERS.|3
1730|Regie|WOOD splinters The DOORS are near breaking point.|3
1731|Regie|GANDALF and PIPPIN sit on stone steps Both covered in sweat and grime, bone-weary from fighting, spirits and hearts bruised.|3
1732|Regie|PIPPIN looks towards the WOODEN GATES at which a NUMBER of SOLDIERS continue to build a BARRICADE.|3
1734|Regie|GANDALF looks at the SMALL HOBBIT a beat.|3
1740|Regie|GANDALF looks down to see PIPPIN looking up at him with fear in his eyes.|3
1742|Regie|GANDALF breaks off, lost in reverie.|3
1745|Regie|PIPPIN stares up at the OLD WIZARD'S FACE, softened, quiet and full of peace.|3
1748|Regie|BOOM.|3
1749|Regie|GANDALF and PIPPIN'S faces turn as the WOODEN DOORS shudder under another BLOW.|3
1754|Regie|The battlefield is in CHAOS as MUMAKIL decimate the VALIANT ROHIRRIM.|3
1755|Regie|THEODEN tries to rally his men amid the SEA of CRYING MEN and NEIGHING HORSES.|3
1757|Regie|SUDDENLY the WITCH-KING SWOOPS down on his NAZGUL scooping up THEODEN and his HORSE they CARTWHEEL into the AIR and land in a heap the HORSE is .DEAD THEODEN lies DYING beneath it.|3
1758|Regie|The WITCH-KING swooping down on his FELL-BEAST.|3
1759|Regie|The FELL-BEAST lands on THEODEN'S DEAD HORSE.|3
1761|Regie|The FELL-BEAST opens it's WICKED JAWS.|3
1762|Regie|A ROHAN SOLDIER stands before the BEAST it is EOWYN.|3
1764|Regie|The WITCH-KING laughs.|3
1766|Regie|The FELL-BEAST lifts EOWYN from her feet.|3
1767|Regie|SUDDENLY. With a mighty SWORD BLOW, the FELL-BEAST'S HEAD is SEVERED. The huge CREATURE crumples to the ground, VAST WINGS out-stretched, sending the WITCH-KING sprawling.|3
1772|Regie|EOWYN stands before him,the FELL-BEAST'S BLOOD dripping from her SWORD.|3
1773|Regie|With a shrill SHRIEK of HATRED, he knocks EOWYN backwards with his MACE. STUNNED EOWYN tries to stand and is hit once again with another CRIPPLING BLOW.|3
1774|Regie|The WITCH-KING laughs once again as he SMASHES his MACE downward EOWYN tries to block the BLOW but her SHIELD shatters into MANY PIECES.|3
1775|Regie|The WITCH-KING towers over EOWYN raising his MACE for the KILLING BLOW.|3
1778|Regie|an ORC COMMANDER hurrying on to the ANDUIN RIVER DOCKS, close to the CITY. LARGE BLACK SHADOWS slide across the DOCKS, as SAILING SHIPS approach O.S.|3
1779|Regie|A sinister BLACK SAILED SHIP GLIDES into the "DOCKS 9 OTHER CORSAIR SHIPS follow behind.|3
1780|Regie|The ORC COMMANDER.|3
1782|Regie|ARAGORN leaping from the LEADING SHIP and charging across the DOCKS, ROARING at the top of his LUNGS. He is followed by LEGOLAS and GIMLI.|3
1783|Regie|Surprised ORC REACTION to the THREE charging towards THOUSANDS of ORCS.|3
1787|Regie|The ORCS SCREAM at the SIGHT of 5000 SPECTRAL WARRIORS.|3
1788|Regie|The SPECTRAL WARRIORS SWARM into the flank of the QRC ARMY. With a raging blood-lust, the UNDEAD climb over the top of each other to try and reach the enemy, creating a kind of.ROLLING MOUNTAIN of GHOULS that sweep all before them away.|3
1789|Regie|The ORCS have no defence as their WEAPONS CANNOT MAKE CONTACT with the GHOSTS.|3
1791|Regie|MERRY on the ground He looks around to see THE WITCH-KING standing over EOWYN, pulling her to her FEET.|3
1793|Regie|MERRY driving his SWORD into the back of the WITCH- KING'S KNEE. MERRY'S SWORD bursts into FLAME and his ARM is. shot with PAIN.|3
1794|Regie|EOWYN struggles to her feet pulling off her HELMET|3
1795|Regie|EOWYN her LONG HAIR tumbling onto her shoulders.|3
1797|Regie|With her last strength, EOWYN thrusts her SWORD into the WITCH-KING'S FACE. EOWYN'S SWORD SHATTERS into MANY SHARDS.|3
1798|Regie|The WITCH-KING topples back DEAD, a BLACK OOZE leaking from his ROBES and ARMOUR. A shuddering CRY, fading into a SHRILL WAIL passes with the WIND.|3
1802|Regie|The MUMAKIL react with terror as SPECTRAL WARRIORS climb up their SIDES, routing the HARADRIM from their WAR-TOWERS.|3
1803|Regie|ORCS flee in their THOUSANDS the TERRIFIED MUMAKIL trampling them in their PANIC to ESCAPE.|3
1804|Regie|The ARMY OF THE DEAD swarming over the CITY, routing the ORCS.|3
1805|Regie|EOWYN crawls to where THEODEN lays, mortally wounded.|3
1806|Regie|THEODEN looks up at EOWYN his breathing shallow his vision clouded.|3
1808|Regie|EOWYN smiles down at him as she GENTLY STROKES his FACE.|3
1813|Regie|THEODEN touches her tear-stained face.|3
1818|Regie|THEODEN DIES EOWYN breaks down, SOBBING ALL AROUND is a VISTA OF DEFEAT.|3
1821|Regie|PELENNOR FIELDS strangely SILENT all ORCS have fled BATTLE DEBRIS and BODIES stretch as far as the eye can see.|3
1822|Regie|ABOVE MINAS TIRITH BLINDING SUN RAYS break through the LOW CLOUDS.|3
1823|Regie|GANDALF, LEGOLAS, GIMLI and PIPPIN watch as ARAGORN walks slowly across the FIELD OF BATTLE towards the HIDEOUS GHOULS.|3
1828|Regie|The ARMY OF THE DEAD slowly DISSOLVE INTO DUST, and are immediately swept away by the four winds.|3
1829|Regie|ARAGORN turns to GANDALF who bows his head in HOMAGE.|3
1834|Regie|PIPPIN running through the RUIN of the BATTLE towards a SMALL FIGURE slumped on the ground.|3
1836|Regie|MERRY stares unseeing at PIPPIN HORROR and SHOCK erasing all other memories from MERRY'S mind tears fall down PIPPIN'S FACE as he looks on his FRIEND.|3
1840|Regie|PIPPIN covers MERRY with a blanket.|3
1843|Regie|CAMERA RISES towards the dark ORC TOWER of CIRITH UNGOL. A light glows from the TOPMOST WINDOW.|3
1844|Regie|CAMERA reaches the TOWER, dissolving through the wall into.|3
1847|Regie|a small cold ROOM. FRODO BAGGINS is UNCONSCIOUS on the floor. His eyes suddenly flicker and he WAKES UP.|3
1853|Regie|ANGLE ON FRODO as he realizes that he has been STRIPPED down to his UNDERWEAR. He clutches at his throat.|3
1854|Regie|The RING HAS GONE.|3
1856|Regie|GORBAG grabs for the MITHRIL VEST.|3
1858|Regie|GORBAG draws his SWORD, but SHAGRAT KICKS him BACKWARDS with his foot. GORBAG FALLS THROUGH a TRAP DOOR leading to the floor below.|3
1861|Regie|GORBAG lands in the GUARD ROOM with a CRASH, creating SUDDEN ALARM amongst the ORCS and URUK-HAI stationed there.|3
1862|Regie|SHAGRAT leans through the TRAP DOOR.|3
1866|Regie|The DEAD URUK-HAI topples backwards over the PARAPET.|3
1869|Regie|landing on top of URUK-HAI and ORCS in the courtyard below. Within moments, a brutal CIVIL WAR breaks out between the TWO COMPANIES stationed in CIRITH UNGOL.|3
1871|Regie|SAM hurries towards the gate, fearful for FRODO.|3
1874|Regie|SAM is confronted with the sight of over 50 SLAUGHTERED ORC and URUK-HAI, strewn over the COURTYARD.|3
1875|Regie|SAM pounds UP THE STAIRCASE he suddenly PAUSES. SEVERAL URUK-HAI are running DOWN TOWARDS HIM. He grips STING and continues CHARGING UP - SCREAMING at the top of his lungs.|3
1876|Regie|The FOUR URUKS they see a HUGE DISTORTED SHADOW on the wall in front of them. They turn around and flee in terror back to the top of the stairs.|3
1877|Regie|SAM appears - and before the URUK-HAI can fully regain their wits - he slays THREE YELLING|3
1882|Regie|FRODO struggling against his bonds, as GORBAG climbs back into the room with VENGEANCE in his EVIL EYES.|3
1884|Regie|GORBAG grabs FRODO'S hair and pulls his head back, exposing his neck. He pulls out his SWORD, ready to cut FRODO'S throat.|3
1886|Regie|SUDDENLY. GORBAG GASPS as STING is rammed into his back by SAM.|3
1888|Regie|GORBAG falls dead.|3
1890|Regie|FRODO humbled by SAM'S unswerving loyalty.|3
1892|Regie|SAM quickly cuts FRODO free.|3
1899|Regie|SAM pulls the RING from his pocket.|3
1901|Regie|FRODO looks at SAM amazed his eyes drop to the RN IG|3
1903|Regie|SAM hesitates TENSION instantly builds between them.|3
1905|Regie|SAM seems strangely reluctant ON THE SOUNDTRACK to HUM of the RING builds|3
1907|Regie|SAM drops the RING into FRODO'S palm.|3
1908|Regie|FRODO sags in RELIEF he puts the RING back around his nc . ek|3
1910|Regie|FRODO looks at SAM, pain in his eyes.|3
1911|Regie|SAM looks down at FRODO his plain HOBBIT face full of compassion. SAM'S resolve hardens, a new strength takes hold.|3
1918|Regie|FRODO and SAM are now dressed in FOUL-LOOKING ORC gear.|3
1919|Regie|FRODO and SAM turn east and walk over the SUMMIT of CIRITH UNGOL into MORDOR.|3
1920|Regie|FRODO and SAM they STOP DEAD STARING AHEAD|3
1921|Regie|MOUNT DOOM 50 M,ILES AWAY - across the barren GORGOROTH PLATEAU - the mountain is erupting streams of ASH and LAVA high into the air, lighting the low cloud blanket of MORDOR with a flickering ORANGE WASH.|3
1922|Regie|With immense trepidation, FRODO and SAM head down the steep path into the dark kingdom.|3
1923|Regie|TWO TINY FIGURES in a bleak, foreboding landscape. Before them lies the PLAIN of GORGOROTH Their eyes are drawn to the OMINOUS SILHOUETTE of MOUNT DOOM.|3
1925|Regie|FRODO's eyes travel down towards the HUNDREDS of FIRES which glow on the PLAINS beneath them thousands upon thousands of ORCS are encamped there .|3
1927|Regie|THEIR eyes are drawn to a DARK LOOMING SHAPE BARAD-DUR A RED LIGHT seems to sweep across the PLAIN.|3
1931|Regie|SAM cannot see what FRODO sees. GENTLY, he urges FRODO on.|3
1934|Regie|GANDALF stands in the TOWER HALL seemingly alone he speaks quietly, doubt and fear edge his voice.|3
1936|Regie|He turns and crosses the HALL to reveal the presence of GIMLI, LEGOLAS, EOMER and ARAGORN.|3
1937|Regie|ARAGORN, his back to GANDALF.|3
1939|Regie|GANDALF - still troubled, still worried.|3
1941|Regie|GIMLI sits insolently on the SEAT of the STEWARD.|3
1943|Regie|GANDALF looks across at the DWARF His face ashen.|3
1946|Regie|ARAGORN turns around suddenly.|3
1948|Regie|GANDALF looks up sharply at ARAGORN.|3
1952|Regie|At this, GIMLI CHOKES on his pipe EOMER steps forward.|3
1956|Regie|GANDALF speaks in a low tone to ARAGORN.|3
1964|Regie|ARAGORN wearing a BREAST PLATE emblazoned with the WHITE TREE.|3
1965|Regie|He rides at the head of a COLUMN of 500 FOOT SOLDIERS from ROHAN and CONDOR leading them from the RUINS of OSGILIATH.|3
1966|Regie|GANDALF, LEGOLAS, GIMLI, EOMER, MERRY and PIPPIN ride directly behind him.|3
1967|Regie|AHEAD OF THEM The MOUNTAINS of MORDOR.|3
1969|Regie|GREAT ARMIES of ORC and URUK-HAI stream across the PLAINS from MORDOR.|3
1971|Regie|The VOLCANIC WASTELAND of the GORGOROTH FOOTHILLS.|3
1972|Regie|FRODO and SAM, still disguised in the ORC ARMOUR, slide down scree bank and land on the road below their attention is fixed on the PLAIN below thousands of ORCS can be seen marching away from MT. DOOM.|3
1975|Regie|FRODO and SAM moving across a HELLISH dry landscape of twisted volcanic rock and STEAMING FISSURES.|3
1979|Regie|40 MILES AWAY, MOUNT DOOM rises out of the PLAIN its feet founded in ashen ruin, its huge cone rising to a great height, where its reeking head is swathed in cloud.|3
1981|Regie|ARAGORN'S FORCE of 500 approaches the great BLACK GATES OF MORDOR. He positions his troops about half a mile from the GATES.|3
1983|Regie|FRODO slumped against a ROCK he tries to DRINK from his WATER BOTTLE but finds it EMPTY.|3
1985|Regie|FRODO gratefully takes a SMALL SIP from SAM'S BOTTLE hands it back.|3
1988|Regie|A moment of EYE CONTACT between FRODO and SAM as they acknowledge what lies ahead.|3
1989|Regie|SAM offers FRODO his hand and PULLS HIM UP.|3
1992|Regie|At the BLACK GATES, ARAGORN musters his MEN.|3
1997|Regie|FRODO and SAM staggering across the TORTURED LANDSCAPE they are no longer WEARING the ORC ARMOUR.|3
1998|Regie|FRODO is walking half-bowed, often stumbling as if his eyes not longer see the way before his feet.|3
1999|Regie|His right HAND is pressed against his CHEST supporting a HEAVY WEIGHT. His left HAND often rises, as if to ward off some invisible blow. SAM watches him, CONCERN etched across his FACE.|3
2000|Regie|FRODO as a malevolent VOICE in his head calls to him "Baggins - Baggins".|3
2001|Regie|SAM looking behind him in time to see.|3
2002|Regie|A RAY of RED LIGHT stabs through the GLOOM and begins to sweep over the BARREN LANDSCAPE.|3
2004|Regie|SAM throws himself to the ground FRODO turns to the light, unable to stop himself.|3
2005|Regie|FRODO crumpling to the ground as the RED LIGHT hits him like a SEARCHLIGHT.|3
2007|Regie|All is QUIET No sign of the ENEMY.|3
2009|Regie|GANDALF watchful alert. He nods at ARAGORN.|3
2010|Regie|ARAGORN, GANDALF, LEGOLAS, GIMLI, EOMER, MERRY and PIPPIN galloping towards the BLACK GATES. They pull up less than 50 yards from the TOWERING GATES.|3
2015|Regie|FRODO is slumped on the GROUND, unable to MOVE.|3
2018|Regie|ARAGORN moves his HORSE forward.|3
2020|Regie|From behind the HUGE GATES, the terrifying CHANTING and the CLANGING of the ARMOUR of THOUSANDS.|3
2021|Regie|With the SOUND of TORTURED METAL, the MASSIVE GATES begin to open LEGOLAS, MERRY and EOMER look on in trepidation.|3
2023|Regie|With the EYE OF SAURON sweeping the PLAINS around them, SAM gets to his feet.|3
2025|Regie|The BLACK GATES of MORDOR SWING OPEN. SAURON'S ARMY of 300,000 ORCS MARCH OUT.|3
2027|Regie|ARAGORN, GANDALF, LEGOLAS, GIMLI, EOMER, MERRY and PIPPIN GALLOP back towards their SMALL ARMY as the ORC MASSES slowly MARCH toward them.|3
2028|Regie|Behind them, the EYE OF SAURON is directed toward THEM.|3
2031|Regie|FRODO'S eyes open with a START.|3
2035|Regie|SAM crawls toward FRODO.|3
2037|Regie|FRODO and SAM stagger to their feet and move off.|3
2040|Regie|The MASSIVE ORC ARMY marching towards ARAGORN'S MEN.|3
2041|Regie|ARAGORN'S MEN starting to WAVER as the ORCS ENCIRCLE THEM. SOME MEN are backing away losing their nerve.|3
2042|Regie|ARAGORN GALLOPS in front of his ARMY.|3
2044|Regie|ARAGORN he seems to fix each and everyone of his MEN with his eyes.|3
2046|Regie|ARAGORN holds ANDURIL ALOFT.|3
2052|Regie|FRODO and SAM are CLIMBING the face of MOUNT DOOM.|3
2053|Regie|The LANDSCAPE is VIOLENT RED HEAT hisses out of FISSURES, the ROCK is JAGGED RAZOR SHARP ASH blankets the LAND.|3
2054|Regie|RED LIGHTNING FORKS across the SKY with a DEAFENING CRACK.|3
